,CustomerID,Recency,Frequency,Monetary,R-Score,F-Score,M-Score,RFMScore,LoyaltyLevel,Cluster_ID
1307,14662,28,168,771,2,1,2,5,Platinum,1
1308,14664,19,99,638,1,1,2,4,Platinum,1
1309,14665,60,90,1836,3,1,1,5,Platinum,1
1310,14666,23,14,195,2,4,4,10,Bronze,0
1312,14669,241,170,1270,4,1,1,6,Gold,1
1313,14670,279,132,412,4,1,3,8,Silver,1
1314,14672,234,61,766,4,2,2,8,Silver,0
1315,14673,2,74,1736,1,1,1,3,Platinum,1
1316,14675,15,102,605,1,1,2,4,Platinum,1
1317,14676,30,42,2548,2,2,1,5,Platinum,1
1319,14681,70,7,499,3,4,3,10,Bronze,0
1320,14682,187,2,52,4,4,4,12,Bronze,0
1322,14687,106,15,628,3,4,2,9,Silver,0
1324,14689,208,13,113,4,4,4,12,Bronze,0
1325,14690,43,50,372,2,2,3,7,Gold,1
1326,14691,30,71,2114,2,1,1,4,Platinum,1
1327,14692,136,68,592,3,2,2,7,Gold,1
1328,14693,263,8,173,4,4,4,12,Bronze,0
1329,14696,3,130,2079,1,1,1,3,Platinum,1
1330,14697,217,22,189,4,3,4,11,Bronze,0
1331,14698,1,210,1251,1,1,1,3,Platinum,1
1332,14699,213,8,109,4,4,4,12,Bronze,0
1333,14700,31,115,2235,2,1,1,4,Platinum,1
1336,14703,14,22,318,1,3,3,7,Gold,0
1338,14705,198,1,179,4,4,4,12,Bronze,0
1339,14708,2,28,1126,1,3,1,5,Platinum,1
1341,14710,13,139,606,1,1,2,4,Platinum,1
1343,14712,28,25,917,2,3,2,7,Gold,1
1345,14714,23,10,160,2,4,4,10,Bronze,0
1346,14715,24,71,867,2,1,2,5,Platinum,1
1347,14716,42,55,330,2,2,3,7,Gold,1
1349,14720,5,37,664,1,2,2,5,Platinum,1
1350,14722,146,29,188,3,3,4,10,Bronze,0
1352,14725,24,52,718,2,2,2,6,Gold,1
1353,14727,273,10,269,4,4,3,11,Bronze,0
1356,14731,46,45,380,2,2,3,7,Gold,1
1357,14732,7,147,2702,1,1,1,3,Platinum,1
1360,14737,3,17,1165,1,3,1,5,Platinum,1
1361,14738,42,54,1314,2,2,1,5,Platinum,1
1363,14740,196,89,1448,4,1,1,6,Gold,1
1364,14741,11,59,1400,1,2,1,4,Platinum,1
1365,14744,15,26,1100,1,3,1,5,Platinum,1
1366,14745,112,69,1220,3,2,1,6,Gold,1
1367,14747,248,18,328,4,3,3,10,Bronze,0
1368,14748,28,89,1416,2,1,1,4,Platinum,1
1369,14752,43,5,390,2,4,3,9,Silver,0
1370,14753,86,30,563,3,3,2,8,Silver,0
1371,14754,44,41,638,2,2,2,6,Gold,1
1373,14756,14,38,739,1,2,2,5,Platinum,1
1374,14757,74,19,420,3,3,3,9,Silver,0
1375,14758,144,71,1484,3,1,1,5,Platinum,1
1376,14759,4,102,1626,1,1,1,3,Platinum,1
1377,14760,296,5,89,4,4,4,12,Bronze,0
1378,14761,58,11,256,2,4,4,10,Bronze,0
1379,14762,263,21,301,4,3,3,10,Bronze,0
1380,14764,46,6,278,2,4,3,9,Silver,0
1381,14765,28,39,254,2,2,4,8,Silver,0
1382,14766,7,135,2473,1,1,1,3,Platinum,1
1383,14768,16,5,193,1,4,4,9,Silver,0
1385,14770,231,52,876,4,2,2,8,Silver,0
1386,14772,111,9,139,3,4,4,11,Bronze,0
1387,14775,57,60,1012,2,2,2,6,Gold,1
1388,14776,50,117,2538,2,1,1,4,Platinum,1
1389,14778,126,35,731,3,2,2,7,Gold,0
1390,14779,280,41,386,4,2,3,9,Silver,0
1391,14780,54,27,448,2,3,3,8,Silver,0
1392,14782,319,6,200,4,4,4,12,Bronze,0
1393,14784,25,15,290,2,4,3,9,Silver,0
1394,14785,9,3,77,1,4,4,9,Silver,0
1395,14788,6,30,679,1,3,2,6,Gold,1
1396,14789,28,6,198,2,4,4,10,Bronze,0
1397,14790,16,46,745,1,2,2,5,Platinum,1
1398,14792,63,2,6,3,4,4,11,Bronze,0
1399,14793,20,14,229,1,4,4,9,Silver,0
1400,14794,2,80,1320,1,1,1,3,Platinum,1
1401,14795,165,6,131,4,4,4,12,Bronze,0
1403,14798,52,12,174,2,4,4,10,Bronze,0
1404,14799,50,13,158,2,4,4,10,Bronze,0
1406,14801,60,59,193,3,2,4,9,Silver,0
1407,14803,161,44,846,4,2,2,8,Silver,1
1408,14804,8,12,353,1,4,3,8,Silver,0
1409,14805,14,47,555,1,2,2,5,Platinum,1
1410,14806,74,11,193,3,4,4,11,Bronze,0
1414,14815,36,53,778,2,2,2,6,Gold,1
1415,14816,196,4,272,4,4,3,11,Bronze,0
1416,14817,199,63,1110,4,2,1,7,Gold,1
1417,14818,73,48,658,3,2,2,7,Gold,1
1418,14819,63,13,272,3,4,3,10,Bronze,0
1419,14820,20,29,507,1,3,3,7,Gold,1
1421,14823,179,70,321,4,1,3,8,Silver,0
1422,14824,9,29,1128,1,3,1,5,Platinum,1
1423,14825,3,121,2227,1,1,1,3,Platinum,1
1424,14828,196,17,2140,4,3,1,8,Silver,1
1425,14829,28,42,698,2,2,2,6,Gold,1
1426,14830,52,40,197,2,2,4,8,Silver,0
1427,14834,17,67,1720,1,2,1,4,Platinum,1
1428,14836,9,6,102,1,4,4,9,Silver,0
1429,14837,89,108,1650,3,1,1,5,Platinum,1
1430,14840,267,4,63,4,4,4,12,Bronze,0
1434,14847,148,13,309,3,4,3,10,Bronze,0
1436,14850,311,21,326,4,3,3,10,Bronze,0
1437,14851,22,28,511,1,3,3,7,Gold,1
1439,14853,23,9,476,2,4,3,9,Silver,0
1440,14854,77,127,2760,3,1,1,5,Platinum,1
1441,14855,118,20,646,3,3,2,8,Silver,0
1442,14856,35,66,1311,2,2,1,5,Platinum,1
1443,14857,59,60,1173,3,2,1,6,Gold,1
1444,14859,12,58,1354,1,2,1,4,Platinum,1
1445,14860,18,11,170,1,4,4,9,Silver,0
1446,14861,51,6,126,2,4,4,10,Bronze,0
1447,14862,25,48,841,2,2,2,6,Gold,1
1448,14863,28,11,267,2,4,4,10,Bronze,0
1449,14865,6,4,52,1,4,4,9,Silver,0
1451,14867,185,36,710,4,2,2,8,Silver,0
1453,14869,8,71,726,1,1,2,4,Platinum,1
1454,14870,261,13,327,4,4,3,11,Bronze,0
1455,14871,2,98,522,1,1,3,5,Platinum,1
1456,14873,209,28,520,4,3,3,10,Bronze,0
1457,14875,107,47,1465,3,2,1,6,Gold,1
1458,14878,12,124,1486,1,1,1,3,Platinum,1
1459,14880,76,47,706,3,2,2,7,Gold,1
1460,14881,19,17,255,1,3,4,8,Silver,0
1461,14882,26,11,590,2,4,2,8,Silver,0
1462,14883,18,53,762,1,2,2,5,Platinum,1
1463,14885,131,15,765,3,4,2,9,Silver,0
1464,14886,252,18,365,4,3,3,10,Bronze,0
1465,14887,78,6,1862,3,4,1,8,Silver,0
1466,14888,206,20,369,4,3,3,10,Bronze,0
1468,14890,253,7,126,4,4,4,12,Bronze,0
1469,14891,147,33,554,3,3,2,8,Silver,0
1470,14893,9,73,1238,1,1,1,3,Platinum,1
1471,14894,84,23,656,3,3,2,8,Silver,0
1473,14896,204,43,469,4,2,3,9,Silver,0
1474,14897,7,55,1366,1,2,1,4,Platinum,1
1475,14898,22,116,1304,1,1,1,3,Platinum,1
1476,14901,10,96,1421,1,1,1,3,Platinum,1
1477,14902,25,20,333,2,3,3,8,Silver,0
1479,14904,1,69,1025,1,2,2,5,Platinum,1
1480,14905,157,17,616,4,3,2,9,Silver,0
1482,14908,73,9,278,3,4,3,10,Bronze,0
1483,14910,2,30,434,1,3,3,7,Gold,1
1484,14913,35,87,1227,2,1,1,4,Platinum,1
1485,14915,90,12,307,3,4,3,10,Bronze,0
1486,14916,70,77,1269,3,1,1,5,Platinum,1
1487,14918,115,45,1610,3,2,1,6,Gold,1
1488,14920,212,57,978,4,2,2,8,Silver,1
1489,14921,29,78,1316,2,1,1,4,Platinum,1
1490,14923,50,44,749,2,2,2,6,Gold,1
1491,14924,245,10,310,4,4,3,11,Bronze,0
1492,14929,31,11,224,2,4,4,10,Bronze,0
1494,14946,13,3,101,1,4,4,9,Silver,0
1495,14947,71,14,291,3,4,3,10,Bronze,0
1496,14948,22,63,1102,1,2,1,4,Platinum,1
1497,14950,18,19,371,1,3,3,7,Gold,0
1498,14951,78,20,312,3,3,3,9,Silver,0
1500,14953,24,55,290,2,2,3,7,Gold,1
1501,14954,11,85,336,1,1,3,5,Platinum,1
1502,14957,252,12,58,4,4,4,12,Bronze,0
1503,14958,146,42,500,3,2,3,8,Silver,0
1504,14959,63,59,695,3,2,2,7,Gold,1
1505,14960,7,27,221,1,3,4,8,Silver,0
1507,14962,270,5,127,4,4,4,12,Bronze,0
1508,14963,9,198,1488,1,1,1,3,Platinum,1
1509,14964,246,13,206,4,4,4,12,Bronze,0
1510,14965,95,83,599,3,1,2,6,Gold,1
1511,14966,14,38,191,1,2,4,7,Gold,0
1512,14967,49,6,464,2,4,3,9,Silver,0
1513,14968,29,37,148,2,2,4,8,Silver,0
1514,14970,67,34,1592,3,2,1,6,Gold,1
1515,14971,34,160,1117,2,1,1,4,Platinum,1
1516,14972,127,18,115,3,3,4,10,Bronze,0
1517,14973,106,32,1314,3,3,1,7,Gold,1
1518,14974,36,21,114,2,3,4,9,Silver,0
1519,14975,56,11,280,2,4,3,9,Silver,0
1520,14976,56,72,791,2,1,2,5,Platinum,1
1521,14978,71,216,1931,3,1,1,5,Platinum,1
1522,14981,245,8,102,4,4,4,12,Bronze,0
1523,14984,18,41,213,1,2,4,7,Gold,0
1524,14985,197,87,297,4,1,3,8,Silver,0
1525,14987,15,4,326,1,4,3,8,Silver,0
1526,14988,211,40,335,4,2,3,9,Silver,0
1527,14995,38,61,233,2,2,4,8,Silver,0
1528,14997,45,26,546,2,3,2,7,Gold,0
1529,14998,169,75,430,4,1,3,8,Silver,0
1530,15000,47,77,491,2,1,3,6,Gold,1
1531,15002,115,115,1642,3,1,1,5,Platinum,1
1532,15004,146,158,1246,3,1,1,5,Platinum,1
1534,15006,50,144,502,2,1,3,6,Gold,1
1535,15007,158,12,157,4,4,4,12,Bronze,0
1536,15009,11,182,1262,1,1,1,3,Platinum,1
1537,15010,35,20,309,2,3,3,8,Silver,0
1538,15012,53,128,423,2,1,3,6,Gold,1
1539,15014,42,35,260,2,2,4,8,Silver,0
1540,15016,172,20,170,4,3,4,11,Bronze,0
1541,15017,33,20,126,2,3,4,9,Silver,0
1542,15018,38,31,496,2,3,3,8,Silver,1
1543,15019,266,70,266,4,1,4,9,Silver,0
1545,15022,11,135,905,1,1,2,4,Platinum,1
1547,15024,9,155,1661,1,1,1,3,Platinum,1
1548,15025,32,72,377,2,1,3,6,Gold,1
1549,15026,79,61,469,3,2,3,8,Silver,1
1550,15027,30,35,1066,2,2,1,5,Platinum,1
1551,15028,7,48,627,1,2,2,5,Platinum,1
1552,15030,71,7,518,3,4,3,10,Bronze,0
1553,15031,3,111,668,1,1,2,4,Platinum,1
1557,15035,89,27,253,3,3,4,10,Bronze,0
1558,15036,71,127,466,3,1,3,7,Gold,1
1559,15038,58,130,705,2,1,2,5,Platinum,1
1561,15041,169,67,180,4,2,4,10,Bronze,0
1562,15042,198,5,136,4,4,4,12,Bronze,0
1563,15043,30,3,537,2,4,2,8,Silver,0
1565,15045,151,12,736,4,4,2,10,Bronze,0
1567,15047,269,22,344,4,3,3,10,Bronze,0
1568,15048,64,97,384,3,1,3,7,Gold,1
1569,15049,273,3,121,4,4,4,12,Bronze,0
1570,15050,24,78,1782,2,1,1,4,Platinum,1
1571,15051,22,143,1392,1,1,1,3,Platinum,1
1572,15052,318,30,216,4,3,4,11,Bronze,0
1573,15053,4,71,698,1,1,2,4,Platinum,1
1574,15054,11,114,302,1,1,3,5,Platinum,1
1575,15057,274,25,1490,4,3,1,8,Silver,0
1578,15060,7,121,303,1,1,3,5,Platinum,1
1580,15062,70,57,988,3,2,2,7,Gold,1
1581,15063,212,5,371,4,4,3,11,Bronze,0
1583,15066,52,42,894,2,2,2,6,Gold,1
1584,15067,77,82,1745,3,1,1,5,Platinum,1
1585,15068,45,104,553,2,1,2,5,Platinum,1
1586,15069,178,70,1110,4,1,1,6,Gold,1
1588,15071,93,26,982,3,3,2,8,Silver,1
1589,15073,9,54,1043,1,2,2,5,Platinum,1
1590,15074,104,42,749,3,2,2,7,Gold,1
1591,15075,77,27,773,3,3,2,8,Silver,1
1592,15076,172,49,881,4,2,2,8,Silver,1
1594,15079,212,47,896,4,2,2,8,Silver,0
1595,15081,21,33,505,1,3,3,7,Gold,1
1596,15083,256,5,88,4,4,4,12,Bronze,0
1597,15087,281,15,307,4,4,3,11,Bronze,0
1598,15088,20,57,1160,1,2,1,4,Platinum,1
1599,15089,9,145,2421,1,1,1,3,Platinum,1
1600,15090,307,23,381,4,3,3,10,Bronze,0
1601,15091,67,30,481,3,3,3,9,Silver,0
1602,15092,214,26,458,4,3,3,10,Bronze,0
1604,15095,103,47,1371,3,2,1,6,Gold,1
1605,15096,42,11,219,2,4,4,10,Bronze,0
1606,15097,3,25,248,1,3,4,8,Silver,1
1608,15099,83,23,410,3,3,3,9,Silver,0
1610,15101,8,8,318,1,4,3,8,Silver,0
1611,15103,30,35,703,2,2,2,6,Gold,1
1612,15104,196,69,1027,4,2,2,8,Silver,1
1613,15105,17,101,2299,1,1,1,3,Platinum,1
1614,15106,17,100,1423,1,1,1,3,Platinum,1
1615,15107,310,16,320,4,3,3,10,Bronze,0
1616,15109,245,28,485,4,3,3,10,Bronze,0
1617,15110,23,35,996,2,2,2,6,Gold,1
1618,15111,28,84,1567,2,1,1,4,Platinum,1
1620,15114,29,197,2761,2,1,1,4,Platinum,1
1621,15115,17,21,340,1,3,3,7,Gold,0
1622,15116,17,45,1353,1,2,1,4,Platinum,1
1623,15117,14,79,1552,1,1,1,3,Platinum,1
1624,15118,133,1,245,3,4,4,11,Bronze,0
1625,15119,245,14,266,4,4,4,12,Bronze,0
1626,15120,133,21,359,3,3,3,9,Silver,0
1627,15121,49,28,458,2,3,3,8,Silver,0
1628,15122,113,82,1634,3,1,1,5,Platinum,1
1629,15123,6,106,2199,1,1,1,3,Platinum,1
1630,15124,22,15,184,1,4,4,9,Silver,0
1632,15127,65,16,407,3,3,3,9,Silver,0
1633,15128,59,102,1471,3,1,1,5,Platinum,1
1635,15130,169,22,330,4,3,3,10,Bronze,0
1636,15132,17,52,978,1,2,2,5,Platinum,1
1637,15133,127,29,982,3,3,2,8,Silver,1
1638,15134,14,73,1388,1,1,1,3,Platinum,1
1639,15135,238,9,139,4,4,4,12,Bronze,0
1640,15136,2,68,1287,1,2,1,4,Platinum,1
1641,15139,239,13,179,4,4,4,12,Bronze,0
1642,15140,51,80,2354,2,1,1,4,Platinum,1
1643,15142,45,26,499,2,3,3,8,Silver,0
1644,15143,225,14,259,4,4,4,12,Bronze,0
1646,15145,3,67,1195,1,2,1,4,Platinum,1
1647,15146,164,91,1327,4,1,1,6,Gold,1
1648,15147,239,28,624,4,3,2,9,Silver,0
1649,15148,10,20,301,1,3,3,7,Gold,0
1650,15149,133,23,521,3,3,3,9,Silver,0
1653,15153,30,22,329,2,3,3,8,Silver,0
1654,15154,74,85,296,3,1,3,7,Gold,1
1655,15156,0,55,961,1,2,2,5,Platinum,1
1656,15157,3,125,1936,1,1,1,3,Platinum,1
1657,15158,44,7,401,2,4,3,9,Silver,0
1660,15163,17,29,304,1,3,3,7,Gold,0
1661,15164,68,103,843,3,1,2,6,Gold,1
1663,15167,320,41,163,4,2,4,10,Bronze,0
1664,15168,25,5,107,2,4,4,10,Bronze,0
1666,15172,8,110,1624,1,1,1,3,Platinum,1
1667,15174,322,11,136,4,4,4,12,Bronze,0
1668,15175,71,23,224,3,3,4,10,Bronze,0
1669,15178,259,3,40,4,4,4,12,Bronze,0
1670,15179,17,93,2207,1,1,1,3,Platinum,1
1672,15181,65,16,689,3,3,2,8,Silver,0
1673,15182,153,29,623,4,3,2,9,Silver,0
1674,15184,28,63,407,2,2,3,7,Gold,1
1675,15185,69,21,311,3,3,3,9,Silver,0
1676,15186,13,19,411,1,3,3,7,Gold,0
1679,15192,119,51,1044,3,2,1,6,Gold,1
1680,15193,60,19,499,3,3,3,9,Silver,0
1683,15197,10,32,1080,1,3,1,5,Platinum,1
1684,15198,91,10,194,3,4,4,11,Bronze,0
1685,15199,58,13,1269,2,4,1,7,Gold,1
1686,15201,86,69,1237,3,2,1,6,Gold,1
1687,15203,25,142,1828,2,1,1,4,Platinum,1
1689,15205,84,37,653,3,2,2,7,Gold,1
1690,15206,9,9,420,1,4,3,8,Silver,0
1691,15208,0,42,870,1,2,2,5,Platinum,1
1692,15210,224,20,331,4,3,3,10,Bronze,0
1693,15211,59,52,894,3,2,2,7,Gold,1
1694,15212,240,5,102,4,4,4,12,Bronze,0
1695,15213,318,24,328,4,3,3,10,Bronze,0
1696,15214,1,110,1661,1,1,1,3,Platinum,1
1697,15215,46,35,735,2,2,2,6,Gold,1
1698,15216,87,2,97,3,4,4,11,Bronze,0
1700,15219,175,9,306,4,4,3,11,Bronze,0
1701,15220,51,117,1779,2,1,1,4,Platinum,1
1703,15222,318,5,585,4,4,2,10,Bronze,0
1704,15223,225,20,756,4,3,2,9,Silver,0
1706,15225,233,23,409,4,3,3,10,Bronze,0
1707,15226,310,8,154,4,4,4,12,Bronze,0
1708,15227,36,58,1219,2,2,1,5,Platinum,1
1710,15230,238,23,430,4,3,3,10,Bronze,0
1711,15232,112,31,612,3,3,2,8,Silver,0
1712,15234,276,14,197,4,4,4,12,Bronze,0
1713,15235,217,143,2248,4,1,1,6,Gold,1
1714,15236,298,15,321,4,4,3,11,Bronze,0
1715,15237,1,99,1412,1,1,1,3,Platinum,1
1716,15238,28,50,1072,2,2,1,5,Platinum,1
1717,15239,9,49,781,1,2,2,5,Platinum,1
1718,15240,44,78,1707,2,1,1,4,Platinum,1
1719,15241,66,110,1756,3,1,1,5,Platinum,1
1720,15243,73,22,317,3,3,3,9,Silver,0
1721,15244,64,34,632,3,2,2,7,Gold,1
1722,15245,133,89,2516,3,1,1,5,Platinum,1
1723,15246,237,33,514,4,3,3,10,Bronze,0
1724,15247,121,6,356,3,4,3,10,Bronze,0
1727,15252,35,44,741,2,2,2,6,Gold,1
1728,15253,15,53,918,1,2,2,5,Platinum,1
1729,15254,126,18,300,3,3,3,9,Silver,0
1730,15255,66,47,891,3,2,2,7,Gold,1
1731,15256,148,6,98,3,4,4,11,Bronze,0
1732,15257,282,7,317,4,4,3,11,Bronze,0
1733,15258,168,34,623,4,2,2,8,Silver,0
1734,15260,99,77,1811,3,1,1,5,Platinum,1
1735,15261,134,19,255,3,3,4,10,Bronze,0
1736,15262,323,10,179,4,4,4,12,Bronze,0
1737,15263,106,12,157,3,4,4,11,Bronze,0
1738,15264,63,23,394,3,3,3,9,Silver,0
1739,15265,150,82,1506,4,1,1,6,Gold,1
1741,15267,21,11,1717,1,4,1,6,Gold,1
1742,15269,23,2,409,2,4,3,9,Silver,0
1743,15270,15,41,2379,1,2,1,4,Platinum,1
1745,15272,56,63,722,2,2,2,6,Gold,1
1746,15274,3,47,717,1,2,2,5,Platinum,1
1747,15275,37,41,615,2,2,2,6,Gold,1
1748,15276,65,52,135,3,2,4,9,Silver,0
1749,15277,46,12,256,2,4,4,10,Bronze,0
1751,15280,171,16,113,4,3,4,11,Bronze,0
1752,15281,58,139,2332,2,1,1,4,Platinum,1
1753,15286,49,3,241,2,4,4,10,Bronze,0
1754,15287,21,20,487,1,3,3,7,Gold,0
1755,15288,42,88,2307,2,1,1,4,Platinum,1
1756,15289,28,58,940,2,2,2,6,Gold,1
1759,15292,200,25,181,4,3,4,11,Bronze,0
1761,15297,9,39,642,1,2,2,5,Platinum,1
1764,15300,63,28,496,3,3,3,9,Silver,0
1766,15303,289,31,574,4,3,2,9,Silver,0
1767,15304,60,23,694,3,3,2,8,Silver,0
1768,15306,63,58,1174,3,2,1,6,Gold,1
1769,15307,95,12,205,3,4,4,11,Bronze,0
1770,15308,273,19,310,4,3,3,10,Bronze,0
1772,15312,74,47,925,3,2,2,7,Gold,1
1773,15313,109,1,52,3,4,4,11,Bronze,0
1774,15314,198,24,328,4,3,3,10,Bronze,0
1775,15315,63,37,570,3,2,2,7,Gold,1
1776,15316,326,1,165,4,4,4,12,Bronze,0
1777,15318,3,33,313,1,3,3,7,Gold,1
1778,15319,283,16,204,4,3,4,11,Bronze,0
1779,15320,43,36,267,2,2,4,8,Silver,0
1780,15321,70,95,2748,3,1,1,5,Platinum,1
1781,15322,85,42,680,3,2,2,7,Gold,1
1782,15325,103,49,162,3,2,4,9,Silver,0
1784,15327,52,10,209,2,4,4,10,Bronze,0
1785,15329,38,57,1050,2,2,1,5,Platinum,1
1786,15330,31,13,715,2,4,2,8,Silver,0
1787,15333,207,16,1029,4,3,2,9,Silver,0
1788,15334,156,99,352,4,1,3,8,Silver,1
1789,15335,52,36,174,2,2,4,8,Silver,0
1790,15339,65,86,574,3,1,2,6,Gold,1
1791,15341,80,17,2021,3,3,1,7,Gold,1
1792,15342,129,24,406,3,3,3,9,Silver,0
1793,15343,86,21,364,3,3,3,9,Silver,0
1794,15344,0,26,564,1,3,2,6,Gold,1
1795,15345,45,20,394,2,3,3,8,Silver,0
1798,15348,71,9,158,3,4,4,11,Bronze,0
1799,15349,157,72,474,4,1,3,8,Silver,0
1801,15351,11,225,1960,1,1,1,3,Platinum,1
1802,15353,254,63,777,4,2,2,8,Silver,0
1803,15355,28,14,277,2,4,3,9,Silver,0
1806,15360,39,13,428,2,4,3,9,Silver,0
1809,15364,95,29,913,3,3,2,8,Silver,1
1810,15365,25,114,2314,2,1,1,4,Platinum,1
1811,15366,74,44,603,3,2,2,7,Gold,1
1812,15367,56,95,1878,2,1,1,4,Platinum,1
1813,15368,20,4,447,1,4,3,8,Silver,0
1814,15370,40,94,2386,2,1,1,4,Platinum,1
1815,15372,136,27,2007,3,3,1,7,Gold,1
1816,15373,7,132,2416,1,1,1,3,Platinum,1
1817,15374,128,3,168,3,4,4,11,Bronze,0
1818,15376,39,117,1233,2,1,1,4,Platinum,1
1820,15380,8,36,1690,1,2,1,4,Platinum,1
1821,15381,213,8,597,4,4,2,10,Bronze,0
1823,15384,169,41,642,4,2,2,8,Silver,0
1824,15385,39,12,317,2,4,3,9,Silver,0
1825,15386,185,31,394,4,3,3,10,Bronze,0
1826,15389,171,1,500,4,4,3,11,Bronze,0
1827,15392,4,84,1536,1,1,1,3,Platinum,1
1828,15393,15,12,232,1,4,4,9,Silver,0
1829,15394,9,85,2184,1,1,1,3,Platinum,1
1830,15395,325,7,107,4,4,4,12,Bronze,0
1831,15396,112,14,288,3,4,3,10,Bronze,0
1832,15397,289,6,94,4,4,4,12,Bronze,0
1833,15398,15,73,1346,1,1,1,3,Platinum,1
1834,15399,0,50,816,1,2,2,5,Platinum,1
1835,15400,91,12,716,3,4,2,9,Silver,0
1836,15402,148,42,627,3,2,2,7,Gold,0
1837,15405,188,8,349,4,4,3,11,Bronze,0
1838,15406,30,53,511,2,2,3,7,Gold,1
1839,15407,33,153,1056,2,1,1,4,Platinum,1
1840,15408,263,34,267,4,2,4,10,Bronze,0
1842,15411,25,99,1359,2,1,1,4,Platinum,1
1843,15412,170,10,191,4,4,4,12,Bronze,0
1844,15414,9,39,775,1,2,2,5,Platinum,1
1845,15415,312,48,573,4,2,2,8,Silver,0
1847,15417,84,28,509,3,3,3,9,Silver,0
1848,15419,24,8,136,2,4,4,10,Bronze,0
1849,15421,58,53,950,2,2,2,6,Gold,1
1850,15422,322,6,98,4,4,4,12,Bronze,0
1851,15423,37,2,44,2,4,4,10,Bronze,0
1852,15424,253,17,383,4,3,3,10,Bronze,0
1855,15428,14,6,94,1,4,4,9,Silver,0
1856,15429,26,82,397,2,1,3,6,Gold,1
1857,15432,22,10,171,1,4,4,9,Silver,0
1858,15433,213,41,533,4,2,2,8,Silver,0
1859,15434,7,55,1041,1,2,2,5,Platinum,1
1860,15435,21,29,149,1,3,4,8,Silver,0
1862,15437,261,45,200,4,2,4,10,Bronze,0
1863,15438,130,25,157,3,3,4,10,Bronze,0
1864,15440,54,62,384,2,2,3,7,Gold,1
1865,15442,248,2,594,4,4,2,10,Bronze,0
1867,15444,8,219,1418,1,1,1,3,Platinum,1
1868,15445,263,5,114,4,4,4,12,Bronze,0
1870,15448,312,28,495,4,3,3,10,Bronze,0
1871,15449,25,60,975,2,2,2,6,Gold,1
1872,15450,29,30,430,2,3,3,8,Silver,1
1873,15452,29,58,539,2,2,2,6,Gold,1
1876,15456,282,60,447,4,2,3,9,Silver,0
1877,15457,261,58,237,4,2,4,10,Bronze,0
1878,15458,24,7,162,2,4,4,10,Bronze,0
1880,15462,93,11,235,3,4,4,11,Bronze,0
1881,15463,28,7,126,2,4,4,10,Bronze,0
1884,15466,84,57,335,3,2,3,8,Silver,0
1885,15467,8,52,525,1,2,3,6,Gold,1
1886,15468,50,24,468,2,3,3,8,Silver,0
1887,15469,49,24,539,2,3,2,7,Gold,0
1888,15471,1,77,469,1,1,3,5,Platinum,1
1889,15472,112,76,372,3,1,3,7,Gold,1
1890,15473,13,11,1771,1,4,1,6,Gold,1
1891,15475,76,29,454,3,3,3,9,Silver,0
1892,15478,39,46,1441,2,2,1,5,Platinum,1
1894,15483,160,88,234,4,1,4,9,Silver,0
1896,15485,29,86,2575,2,1,1,4,Platinum,1
1897,15488,92,2,91,3,4,4,11,Bronze,0
1898,15489,22,50,1134,1,2,1,4,Platinum,1
1900,15492,27,35,659,2,2,2,6,Gold,1
1902,15494,20,125,1299,1,1,1,3,Platinum,1
1903,15497,17,15,1262,1,4,1,6,Gold,1
1905,15500,7,68,1132,1,2,1,4,Platinum,1
1908,15504,80,13,53,3,4,4,11,Bronze,0
1910,15506,22,164,979,1,1,2,4,Platinum,1
1911,15507,171,46,492,4,2,3,9,Silver,0
1912,15508,188,92,1000,4,1,2,7,Gold,1
1914,15511,11,160,909,1,1,2,4,Platinum,1
1915,15512,155,7,121,4,4,4,12,Bronze,0
1918,15516,44,15,62,2,4,4,10,Bronze,0
1919,15517,232,27,267,4,3,4,11,Bronze,0
1920,15518,63,214,1942,3,1,1,5,Platinum,1
1921,15520,1,18,344,1,3,3,7,Gold,1
1923,15522,32,57,399,2,2,3,7,Gold,1
1924,15523,83,10,412,3,4,3,10,Bronze,0
1925,15524,24,1,440,2,4,3,9,Silver,0
1926,15525,1,178,826,1,1,2,4,Platinum,1
1927,15526,32,4,148,2,4,4,10,Bronze,0
1928,15527,18,163,2430,1,1,1,3,Platinum,1
1929,15528,253,26,229,4,3,4,11,Bronze,0
1931,15530,21,108,1502,1,1,1,3,Platinum,1
1932,15531,7,228,2007,1,1,1,3,Platinum,1
1934,15533,18,83,808,1,1,2,4,Platinum,1
1935,15535,172,75,536,4,1,2,7,Gold,1
1936,15537,162,24,111,4,3,4,11,Bronze,0
1937,15539,6,41,538,1,2,2,5,Platinum,1
1938,15540,10,15,213,1,4,4,9,Silver,0
1939,15541,113,29,85,3,3,4,10,Bronze,0
1940,15543,287,28,128,4,3,4,11,Bronze,0
1942,15545,53,81,293,2,1,3,6,Gold,1
1944,15549,76,115,1693,3,1,1,5,Platinum,1
1945,15550,3,61,576,1,2,2,5,Platinum,1
1946,15551,36,29,436,2,3,3,8,Silver,0
1947,15552,216,17,90,4,3,4,11,Bronze,0
1948,15553,59,56,437,3,2,3,8,Silver,1
1949,15554,277,14,217,4,4,4,12,Bronze,0
1951,15556,23,31,280,2,3,3,8,Silver,0
1952,15557,28,20,474,2,3,3,8,Silver,0
1953,15561,11,27,801,1,3,2,6,Gold,1
